JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
IOS-E-02,iOS Application Developer,Experienced,2 years,Swift; Objective-C; Core Data; Core Animation; Xcode; Jenkins; Firebase,Work on app features with Core Data persistence.; Implement animations and optimize UI performance.; Integrate Firebase for crash analytics.; Automate builds using Jenkins pipelines.; Contribute to code reviews and best practices.,Core Data; Core Animation; Firebase; Jenkins; iOS Performance
IOS-E-03,Senior iOS Developer,Experienced,3 years,Swift; Objective-C; MVVM; Core Data; GraphQL; CI/CD; GitHub Actions,Lead development of scalable mobile apps.; Design MVVM-based modular architecture.; Integrate GraphQL APIs into app flows.; Ensure CI/CD pipelines with GitHub Actions.; Optimize app crash rate through proactive monitoring.,MVVM; GraphQL; CI/CD; Swift; App Optimization
IOS-E-04,Lead iOS Engineer,Experienced,4 years,Swift; Objective-C; CoreGraphics; Core Text; CI/CD; JIRA; Agile,Mentor junior iOS developers in coding practices.; Develop complex UI with CoreGraphics and Core Text.; Integrate iOS apps into enterprise CI/CD pipelines.; Collaborate with product and QA teams for releases.; Drive agile ceremonies as a senior contributor.,CoreGraphics; Core Text; Agile; CI/CD; Mentoring
IOS-E-05,iOS Mobile App Engineer,Experienced,5 years,Swift; Objective-C; Kotlin; MVVM; Firebase; Crashlytics; Unit Testing,Develop cross-platform modules with Swift and Kotlin.; Use Crashlytics to analyze and reduce crash rates.; Implement automated unit testing for critical features.; Collaborate with designers for high-quality UI/UX.; Improve app ratings and user engagement metrics.,Kotlin; Crashlytics; User Engagement; Swift; Unit Testing
IOS-E-06,iOS Solutions Engineer,Experienced,3-5 years,Swift; Objective-C; Core Data; GraphQL; Xcode Instruments; Performance Tuning,Profile apps using Xcode Instruments for performance tuning.; Work with Core Data for complex local storage needs.; Integrate GraphQL APIs for data handling.; Ensure smooth multi-threading in app flows.; Reduce memory usage and optimize app speed.,Performance Tuning; GraphQL; Core Data; Multi-threading
IOS-E-07,iOS Architect,Experienced,5+ years,Swift; Objective-C; MVVM; MVP; CI/CD; JIRA; Core Animation,"Architect modular, scalable iOS applications.; Guide team on implementing MVVM/MVP patterns.; Collaborate with DevOps for CI/CD integrations.; Define coding standards and review architecture.; Mentor mid-level engineers and interns.",iOS Architecture; MVVM; MVP; CI/CD; Mentorship
IOS-E-08,iOS Tech Lead,Experienced,5+ years,Swift; Objective-C; CI/CD; Agile/Scrum; Core Data; REST APIs,Lead development sprints for iOS projects.; Collaborate with cross-functional teams in agile environment.; Oversee App Store release management.; Optimize REST API integrations for mobile efficiency.; Drive innovation in mobile app performance.,Agile; App Store Release; CI/CD; REST APIs
IOS-E-09,Principal iOS Developer,Experienced,5+ years,Swift; Objective-C; MVVM; CI/CD; Core Animation; App Performance Optimization,Set technical direction for large iOS teams.; Focus on memory management and performance optimization.; Collaborate with stakeholders for feature prioritization.; Ensure apps meet quality and user engagement KPIs.; Drive continuous improvement in testing and deployment.,Performance Optimization; MVVM; CI/CD; Swift
IOS-E-10,Senior iOS Engineer,Experienced,4-5 years,Swift; Objective-C; Core Data; Core Animation; Xcode; Jenkins; GraphQL; Crashlytics,Develop enterprise-grade iOS applications with advanced frameworks.; Manage app releases and bug fixes post-App Store submission.; Automate CI/CD pipelines using Jenkins.; Use Crashlytics for proactive crash resolution.; Enhance user engagement by optimizing UX flows.,Core Data; Crashlytics; Jenkins; User Engagement; App Store Submission
IOT-F-001,IoT Engineer,Fresher,0-1,C basics; C++ basics; Python basics; Java basics; Embedded systems design; Sensor integration; Actuator integration; Bluetooth; Zigbee basics; LoRa basics; MQTT basics; CoAP basics; AWS IoT basics; Azure IoT basics; Google Cloud IoT basics; TCP/IP basics; IPv6 basics; Tableau basics; Power BI basics; Communication; Teamwork; Problem-solving,Assist in IoT device programming; Integrate sensors and actuators into embedded systems; Support wireless communication implementation; Work with cloud IoT platforms for basic data handling; Participate in network configuration and testing; Document project progress; Collaborate with team members on IoT projects; Assist in basic data analytics tasks,Embedded Systems; IoT Protocols; Python; MQTT; Bluetooth; Sensor Integration; Cloud IoT; Edge Computing
IOT-F-002,IoT Engineer,Fresher,0-1,C basics; C++ basics; Python basics; Embedded systems development; Sensor and actuator integration; Bluetooth; Zigbee; MQTT; CoAP; AWS IoT basics; Azure IoT basics; Cloud IoT basics; TCP/IP basics; IPv6 basics; Tableau basics; Power BI basics; Communication; Teamwork; Problem-solving,Develop and program IoT prototypes; Integrate and test sensors and actuators; Assist with wireless communication setup; Support basic cloud IoT data collection and visualization; Participate in networking configuration and monitoring; Document and report development progress; Collaborate with multidisciplinary teams,Embedded Systems; IoT Protocols; Python; MQTT; Cloud IoT; Sensor Integration; Edge Computing
IOT-F-003,IoT Engineer,Fresher,0-1,C basics; C++ basics; Python basics; Embedded firmware understanding; Sensor and actuator integration; Bluetooth and Zigbee protocols; LoRa basics; MQTT basics; AWS IoT basics; Azure IoT basics; TCP/IP basics; IPv6 basics; Tableau basics; Power BI basics; Agile methodology awareness; Communication; Teamwork; Problem-solving,Assist in embedded firmware development; Integrate sensors and actuators for IoT projects; Configure basic wireless communication; Support IoT cloud platform integration; Conduct preliminary data analytics; Collaborate with team members; Document technical processes and findings,Embedded Systems; IoT Protocols; Python; MQTT; Bluetooth; Cloud IoT; Edge Computing
IOT-F-004,IoT Engineer,Fresher,0-1,C basics; C++ basics; Python basics; Java basics; Embedded systems development; Sensor integration; Actuator integration; Bluetooth; Zigbee; MQTT; CoAP; AWS IoT basics; Azure IoT basics; Google Cloud IoT basics; TCP/IP basics; IPv6 basics; Tableau basics; Power BI basics; Communication; Teamwork; Problem-solving,Assist in programming IoT devices; Integrate and test sensors and actuators; Implement basic wireless communication protocols; Work with cloud platforms for data handling; Participate in networking setup; Document project workflows; Collaborate with team members; Support data visualization tasks,Embedded Systems; IoT Protocols; Python; MQTT; Cloud IoT; Sensor Integration; Edge Computing
IOT-F-005,IoT Engineer,Fresher,0-1,C basics; C++ basics; Python basics; Embedded systems design; Sensor and actuator integration; Bluetooth; Zigbee; LoRa basics; MQTT basics; CoAP basics; AWS IoT basics; Azure IoT basics; Google Cloud IoT basics; TCP/IP basics; IPv6 basics; Tableau basics; Power BI basics; Agile awareness; Communication; Teamwork; Problem-solving,Develop IoT prototypes and embedded systems; Integrate sensors and actuators; Support wireless communication protocols; Assist cloud IoT data integration; Conduct preliminary network testing; Document project tasks and progress; Collaborate in team projects; Perform basic data analytics tasks,Embedded Systems; IoT Protocols; Python; MQTT; Cloud IoT; Sensor Integration; Edge Computing
IOT-E-006,IoT Engineer,Experienced,3+,"Advanced C programming; C++ advanced; Python advanced; Java advanced; Embedded firmware development; IoT architecture design; Sensor and actuator integration; MQTT, CoAP, LoRaWAN, NB-IoT; AWS IoT advanced; Azure IoT advanced; GCP IoT advanced; Real-time data analytics; Machine learning integration; Network security; TCP/IP, IPv6; Edge computing; CI/CD pipelines; Leadership; Project management; Team collaboration",Design and implement advanced IoT systems; Develop embedded firmware and IoT device software; Integrate sensors and actuators into scalable systems; Implement communication protocols for devices; Integrate IoT cloud platforms and edge computing solutions; Manage data pipelines and analytics; Ensure network security and system optimization; Lead projects and mentor junior engineers,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IOT-E-007,IoT Engineer,Experienced,4+,"C advanced; C++ advanced; Python advanced; Java advanced; Embedded firmware design; IoT architecture; Sensor and actuator integration; MQTT, CoAP, LoRaWAN, NB-IoT; AWS, Azure, GCP IoT; Real-time analytics; Machine learning integration; Network optimization; CI/CD pipelines; Leadership; Project management; Team collaboration",Architect and develop IoT solutions; Lead embedded firmware development; Integrate sensors and communication protocols; Manage cloud and edge platform integration; Implement data pipelines and analytics solutions; Ensure network security and system optimization; Lead teams and mentor junior engineers; Manage IoT projects end-to-end,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IOT-E-008,IoT Engineer,Experienced,5+,"C advanced; C++ advanced; Python advanced; Java advanced; Embedded firmware development; IoT architecture and design; Advanced sensor integration; MQTT, CoAP, LoRaWAN, NB-IoT; Cloud platforms AWS/Azure/GCP; Real-time analytics; Machine learning integration; Network security and optimization; CI/CD automation; Leadership; Team collaboration; Project management","Design complex IoT systems and architectures; Develop and optimize embedded firmware; Integrate advanced sensors and actuators; Implement secure communication protocols; Manage cloud and edge computing solutions; Oversee data pipelines and real-time analytics; Ensure network and system security; Lead projects and teams, mentoring juniors",IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IOT-E-009,IoT Engineer,Experienced,6+,"C advanced; C++ advanced; Python advanced; Java advanced; Embedded firmware development; IoT architecture design; Sensor and actuator integration; MQTT, CoAP, LoRaWAN, NB-IoT; AWS, Azure, GCP IoT; Real-time analytics; Machine learning integration; Network security and optimization; CI/CD automation; Leadership; Project management; Team collaboration",Architect large-scale IoT systems; Lead embedded firmware and IoT device software development; Integrate sensors and actuators into scalable IoT solutions; Implement and maintain secure communication protocols; Manage cloud IoT platforms and edge computing deployment; Develop real-time analytics and machine learning pipelines; Oversee network security and system optimization; Mentor junior engineers and lead project teams,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IOT-E-010,IoT Engineer,Experienced,7+,"C, C++ advanced; Python advanced; Java advanced; Embedded firmware optimization; IoT architecture; Sensor fusion and actuator integration; MQTT, CoAP, LoRaWAN, NB-IoT; AWS, Azure, GCP IoT; Data pipelines and analytics; Machine learning; Network security; Edge computing; CI/CD automation; Leadership; Cross-functional collaboration",Design and optimize IoT architectures; Develop and optimize embedded firmware for performance and security; Integrate sensors and actuators with advanced protocols; Deploy and manage cloud IoT services; Implement real-time analytics and machine learning workflows; Ensure network security and edge computing performance; Lead teams and mentor engineers; Drive IoT project strategy and execution,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IOT-E-011,IoT Engineer,Experienced,8+,"Advanced C, C++; Python, Java; Embedded firmware; IoT system architecture; Sensor and actuator integration; MQTT, CoAP, LoRaWAN, NB-IoT; Cloud platforms (AWS, Azure, GCP); Data analytics; Machine learning integration; Network security; Edge computing; CI/CD; Leadership; Team management; Project execution",Lead architecture and development of IoT solutions; Optimize embedded firmware and device software; Integrate complex sensors and actuators; Manage cloud and edge computing platforms; Develop data pipelines and analytics workflows; Implement secure communication protocols; Mentor team members and guide project delivery,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IOT-E-012,IoT Engineer,Experienced,9+,"C, C++ advanced; Python, Java; Embedded firmware; IoT architecture and deployment; Sensor integration and actuator management; MQTT, CoAP, LoRaWAN, NB-IoT; Cloud platforms (AWS, Azure, GCP); Real-time data analytics; Machine learning integration; Network security and optimization; Edge computing; CI/CD pipelines; Leadership; Project strategy; Cross-functional collaboration","Architect and implement scalable IoT systems; Develop and optimize embedded firmware and device software; Integrate sensors and actuators with IoT protocols; Manage cloud and edge computing platforms; Implement real-time analytics and ML pipelines; Ensure network and system security; Lead teams, mentor engineers, and guide project execution",IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IOT-E-013,IoT Engineer,Experienced,10+,"Advanced C, C++; Python, Java; Embedded firmware; IoT system architecture; Sensor and actuator integration; MQTT, CoAP, LoRaWAN, NB-IoT; AWS, Azure, GCP IoT; Real-time analytics and ML; Network security; Edge computing; CI/CD pipelines; Leadership; Project management; Cross-team collaboration",Lead design and deployment of enterprise IoT solutions; Develop and optimize embedded firmware and connected devices; Integrate complex sensors and actuators with protocols; Oversee cloud and edge computing infrastructure; Implement real-time analytics and ML workflows; Ensure robust network security; Lead and mentor engineering teams; Drive strategic IoT initiatives,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IOT-E-014,IoT Engineer,Experienced,11+,"C, C++ expert; Python, Java; Embedded firmware and hardware interfacing; IoT architecture and deployment; Sensor fusion and actuator control; MQTT, CoAP, LoRaWAN, NB-IoT; Cloud platforms AWS/Azure/GCP; Real-time analytics and ML integration; Network security and optimization; Edge computing; CI/CD; Leadership; Team management; Strategic planning",Architect and implement enterprise-scale IoT systems; Develop and optimize embedded firmware and devices; Integrate sensors and actuators with IoT protocols; Manage cloud and edge infrastructure; Develop real-time analytics and ML workflows; Ensure network and system security; Lead teams and mentor engineers; Drive IoT strategy and execution,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
JS-F-001,JavaScript Developer,Fresher,0-1,Core JavaScript ES6+; HTML5 basics; CSS3 basics; React basics; Angular basics; Vue.js basics; AJAX; JSON; Git basics; Responsive design; REST API basics; Problem-solving; Communication; Teamwork; Adaptability,Assist in front-end development tasks; Support implementation of web interfaces using JS frameworks; Collaborate with team members for responsive design; Help integrate REST APIs; Document code and workflows; Participate in basic testing,JavaScript; ES6+; React; Angular; Vue.js; HTML5; CSS3; Git; REST API
JS-F-002,JavaScript Developer,Fresher,0-1,JavaScript ES6+; HTML5; CSS3; React basics; Angular basics; Vue.js basics; Async programming; AJAX; JSON; Git; Responsive design; REST API basics; Teamwork; Communication; Problem-solving,Develop basic UI components; Assist with JS framework implementation; Integrate front-end with REST APIs; Perform basic code reviews; Support testing and debugging; Collaborate with team members,JavaScript; React; Angular; Vue.js; HTML5; CSS3; REST API; Git
JS-F-003,JavaScript Developer,Fresher,0-1,JavaScript ES6+; HTML5 basics; CSS3 basics; React basics; Vue.js basics; Angular basics; AJAX; JSON; Git basics; Responsive design; REST API knowledge; Team collaboration; Communication; Problem-solving,"Assist in developing front-end applications; Implement basic UI with React, Vue, Angular; Integrate APIs; Debug and test front-end code; Document code and tasks; Collaborate with team members",JavaScript; React; Angular; Vue.js; HTML5; CSS3; REST API; Git
JS-F-004,JavaScript Developer,Fresher,0-1,JavaScript ES6+; HTML5; CSS3; React; Angular basics; Vue.js basics; AJAX; JSON; Git basics; REST API integration; Responsive design; Teamwork; Communication; Problem-solving,Assist in UI development using JS frameworks; Implement responsive layouts; Integrate REST APIs; Participate in code reviews; Perform basic debugging and testing; Collaborate with cross-functional teams,JavaScript; React; Angular; Vue.js; HTML5; CSS3; REST API; Git
JS-F-005,JavaScript Developer,Fresher,0-1,Core JavaScript ES6+; HTML5 basics; CSS3 basics; React basics; Angular basics; Vue.js basics; AJAX/JSON; Git basics; Responsive design; REST API basics; Teamwork; Communication; Adaptability; Problem-solving,Develop basic web pages and components; Assist with JS framework integration; Integrate REST APIs; Debug front-end code; Collaborate with developers and designers; Document development tasks,JavaScript; ES6+; React; Angular; Vue.js; HTML5; CSS3; REST API; Git
JS-E-006,JavaScript Developer,Experienced,3+,"Advanced JavaScript; TypeScript; React; Angular; Vue.js; Node.js; Express.js; REST API development; GraphQL; Jest, Mocha, Cypress; Webpack, Babel, npm, Yarn; Redux, Vuex; CI/CD basics; Docker basics; Leadership; Team collaboration",Design and implement front-end and full-stack applications; Develop advanced JS and TypeScript components; Lead testing with Jest/Mocha/Cypress; Optimize web performance and cross-browser compatibility; Manage state with Redux/Vuex; Integrate CI/CD and containerization; Mentor junior developers,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-007,JavaScript Developer,Experienced,4+,"Advanced JavaScript; TypeScript; React; Angular; Vue.js; Node.js; Express.js; REST APIs; GraphQL; Jest, Cypress, Mocha; Webpack, Babel; npm, Yarn; Redux/Vuex; Docker; CI/CD; Leadership; Project management",Develop and maintain full-stack JS applications; Implement advanced front-end frameworks; Write and execute automated tests; Integrate APIs and manage state; Optimize performance; Lead development teams; Participate in CI/CD pipelines,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-008,JavaScript Developer,Experienced,5+,"JavaScript advanced; TypeScript; React; Angular; Vue.js; Node.js; Express.js; REST API development; GraphQL; Jest, Cypress; Webpack, Babel; npm, Yarn; Redux, Vuex; Docker, CI/CD; Leadership; Cross-team collaboration","Design, develop, and deploy JS applications; Lead front-end and full-stack projects; Implement automated tests and optimize workflows; Integrate APIs and state management; Collaborate with cross-functional teams; Mentor junior developers",JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-009,JavaScript Developer,Experienced,6+,"Advanced JavaScript; TypeScript; React; Angular; Vue.js; Node.js; Express.js; REST API/GraphQL; Jest, Mocha, Cypress; Webpack, Babel; npm, Yarn; Redux, Vuex; Docker; CI/CD; Leadership; Project management","Lead development of JS-based applications; Implement and maintain front-end frameworks; Manage automated testing and code quality; Integrate APIs, optimize performance; Mentor teams; Drive project delivery and CI/CD implementation",JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-010,JavaScript Developer,Experienced,7+,"JavaScript expert; TypeScript; React, Angular, Vue.js; Node.js; Express.js; REST APIs, GraphQL; Jest, Cypress; Webpack, Babel; npm, Yarn; Redux, Vuex; Docker; CI/CD pipelines; Advanced performance optimization; Leadership; Cross-team collaboration",Architect and develop scalable JS applications; Lead front-end and full-stack development teams; Implement automated testing and CI/CD pipelines; Optimize web application performance; Mentor and train junior developers; Collaborate with stakeholders and cross-functional teams,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-011,JavaScript Developer,Experienced,8+,"Advanced JavaScript; TypeScript; React, Angular, Vue.js; Node.js; Express.js; REST API/GraphQL; Testing frameworks: Jest, Mocha, Cypress; Webpack, Babel; npm, Yarn; Redux, Vuex; Docker, CI/CD; Performance tuning; Leadership; Project management",Lead JS development and architecture decisions; Implement automated testing and CI/CD workflows; Optimize web performance and scalability; Mentor engineers and lead projects; Collaborate with cross-functional teams,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-012,JavaScript Developer,Experienced,9+,"JavaScript expert; TypeScript; React, Angular, Vue.js; Node.js; Express.js; REST API/GraphQL; Testing frameworks (Jest, Mocha, Cypress); Webpack, Babel; npm, Yarn; Redux/Vuex; Docker; CI/CD; Web performance optimization; Leadership; Project management",Lead full-stack JS projects; Implement advanced front-end frameworks; Integrate APIs and state management; Optimize performance and scalability; Mentor team members; Manage project delivery and CI/CD pipelines,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-013,JavaScript Developer,Experienced,10+,"JavaScript expert; TypeScript; React, Angular, Vue.js; Node.js; Express.js; REST API, GraphQL; Testing frameworks (Jest, Cypress, Mocha); Webpack, Babel; npm, Yarn; Redux, Vuex; Docker, CI/CD; Performance tuning; Leadership; Cross-team collaboration",Architect and lead development of JS applications; Implement automated testing and CI/CD pipelines; Optimize performance and scalability; Mentor and manage development teams; Collaborate across departments for project delivery,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-014,JavaScript Developer,Experienced,11+,"JavaScript advanced; TypeScript; React, Angular, Vue.js; Node.js; Express.js; REST API/GraphQL; Jest, Mocha, Cypress; Webpack, Babel; npm, Yarn; Redux/Vuex; Docker, CI/CD; Leadership; Project management; Performance optimization",Lead JS development projects; Implement automated testing and CI/CD workflows; Optimize application performance; Mentor developers and lead teams; Coordinate with cross-functional teams for delivery,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-015,JavaScript Developer,Experienced,12+,"JavaScript expert; TypeScript; React, Angular, Vue.js; Node.js; Express.js; REST API/GraphQL; Jest, Cypress, Mocha; Webpack, Babel; npm, Yarn; Redux/Vuex; Docker; CI/CD; Web performance optimization; Leadership; Team management",Oversee development of scalable JS applications; Implement CI/CD pipelines; Optimize front-end and back-end performance; Lead and mentor development teams; Coordinate cross-team projects,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-016,JavaScript Developer,Experienced,13+,"Advanced JavaScript; TypeScript; React, Angular, Vue.js; Node.js; Express.js; REST API/GraphQL; Jest, Mocha, Cypress; Webpack, Babel; npm, Yarn; Redux/Vuex; Docker, CI/CD; Leadership; Project management; Performance tuning",Lead development and architecture of JS applications; Implement automated testing and CI/CD workflows; Optimize performance; Mentor teams and lead projects; Collaborate across departments for delivery,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-017,JavaScript Developer,Experienced,14+,"JavaScript expert; TypeScript; React, Angular, Vue.js; Node.js; Express.js; REST API/GraphQL; Jest, Cypress, Mocha; Webpack, Babel; npm, Yarn; Redux/Vuex; Docker; CI/CD; Leadership; Project management","Architect, lead, and develop full-stack JS applications; Implement automated testing and CI/CD; Optimize performance; Mentor developers; Coordinate cross-team initiatives",JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-018,JavaScript Developer,Experienced,15+,"JavaScript expert; TypeScript; React, Angular, Vue.js; Node.js; Express.js; REST API/GraphQL; Jest, Mocha, Cypress; Webpack, Babel; npm, Yarn; Redux, Vuex; Docker, CI/CD; Performance optimization; Leadership; Project management",Lead architecture and development of JS applications; Implement CI/CD and automated testing; Optimize performance and scalability; Mentor development teams; Coordinate cross-functional projects,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-019,JavaScript Developer,Experienced,16+,"JavaScript expert; TypeScript; React, Angular, Vue.js; Node.js; Express.js; REST API/GraphQL; Jest, Mocha, Cypress; Webpack, Babel; npm, Yarn; Redux/Vuex; Docker; CI/CD; Leadership; Project management",Oversee JS full-stack development; Implement automated testing and CI/CD pipelines; Optimize performance and scalability; Mentor engineering teams; Coordinate strategic projects,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JS-E-020,JavaScript Developer,Experienced,18+,"JavaScript expert; TypeScript; React, Angular, Vue.js; Node.js; Express.js; REST API/GraphQL; Jest, Mocha, Cypress; Webpack, Babel; npm, Yarn; Redux/Vuex; Docker, CI/CD; Web performance optimization; Leadership; Project management",Lead enterprise-level JS application projects; Implement CI/CD and testing pipelines; Optimize performance and scalability; Mentor and manage development teams; Coordinate cross-functional strategic initiatives,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
JD-JAVA-001,Java Developer,Fresher,0,Core Java; OOP; Inheritance; Polymorphism; Encapsulation; Exception Handling; Collections Framework; Java I/O; Networking Basics; Git,Assist in developing and testing Java applications; Work on basic modules under senior guidance; Understand and implement OOP principles in projects; Write clean and maintainable code; Participate in code reviews and team discussions,Java; Core Java; OOP; Collections; Git; Teamwork
JD-JAVA-002,Java Developer,Fresher,0,Java APIs; Concurrency Basics; JDBC; SQL (MySQL/PostgreSQL); Servlets; JSP; HTML; CSS; JavaScript,Support web application development using JSP/Servlets; Learn and implement JDBC for database connectivity; Work with frontend basics like HTML/CSS/JS; Debug and fix minor issues in development,Java; SQL; JDBC; Servlets; JSP; Web Development
JD-JAVA-003,Java Developer,Fresher,0,Spring Framework Basics; Hibernate Basics; Maven; Gradle; JUnit Basics; TestNG Basics,Assist in building applications using Spring and Hibernate; Understand ORM basics; Set up Maven/Gradle build environments; Perform basic unit testing using JUnit/TestNG,Java; Spring; Hibernate; Maven; JUnit; TestNG
JD-JAVA-004,Java Developer,Fresher,0,Core Java; Basic REST API knowledge; Version Control (Git); Problem Solving,Work on backend APIs with supervision; Commit and manage code using Git; Assist in writing basic REST endpoints; Collaborate with senior developers,Java; REST APIs; Git; Problem Solving
JD-JAVA-005,Java Developer,Fresher,0,Java Collections; Multithreading Basics; Database Management; SQL Queries,Assist in handling data persistence layers; Write and optimize SQL queries; Understand multithreading basics in Java,Java; Collections; SQL; Database; Multithreading
JD-JAVA-006,Java Developer,Fresher,0,Java I/O; File Handling; Exception Handling; JUnit Basics,Implement file handling operations in Java; Ensure proper exception handling in applications; Perform unit testing on assigned modules,Java; File Handling; JUnit; Testing
JD-JAVA-007,Java Developer,Fresher,0,Java APIs; Collections Framework; JavaScript Basics; HTML/CSS,Support in building small frontend + backend integrated modules; Learn and apply Java API functionalities; Debug minor code issues,Java; APIs; Collections; Web Development
JD-JAVA-008,Java Developer,Fresher,0,Servlets; JSP; SQL Basics; JDBC; Git,Develop simple CRUD operations; Work on servlet-based web applications; Connect Java apps with SQL databases using JDBC,Java; Servlets; JSP; SQL; JDBC
JD-JAVA-009,Java Developer,Fresher,0,Spring Basics; Hibernate Basics; JUnit; TestNG,Assist in writing entity classes in Hibernate; Learn and use Spring dependency injection; Conduct basic unit testing,Java; Spring; Hibernate; JUnit
JD-JAVA-010,Java Developer,Fresher,0,Core Java; OOP; Database Basics; Git; Team Collaboration,Collaborate with team members in Java projects; Implement OOP concepts in real modules; Handle version control tasks,Java; Core Java; Git; Teamwork
JD-JAVA-011,Java Developer,Experienced,2,Advanced Java; Spring Boot; Hibernate; REST APIs; SQL,Design and implement scalable Java applications; Develop RESTful APIs with Spring Boot; Integrate Hibernate ORM for persistence,Java Developer; Spring Boot; Hibernate; REST APIs; SQL
JD-JAVA-012,Java Developer,Experienced,3,JVM Internals; Performance Tuning; Concurrency; Spring Boot; Microservices,Optimize Java applications for performance; Design microservices architecture; Ensure concurrency handling in applications,Java; JVM; Performance Tuning; Microservices; Spring Boot
JD-JAVA-013,Java Developer,Experienced,4,Spring Boot; Hibernate; Kafka; Microservices; JPA,Develop event-driven systems using Kafka; Implement microservices with Spring Boot; Manage persistence with JPA/Hibernate,Java; Spring Boot; Hibernate; Kafka; Microservices
JD-JAVA-014,Java Developer,Experienced,5,RESTful APIs; SOAP APIs; Angular/React; SQL; NoSQL,Build RESTful and SOAP APIs; Collaborate with frontend teams using Angular/React; Manage relational and NoSQL databases,Java; REST APIs; SOAP; Angular; NoSQL
JD-JAVA-015,Java Developer,Experienced,3,Maven; Gradle; Jenkins; CI/CD; Docker,Implement CI/CD pipelines; Use Maven/Gradle for build automation; Containerize applications with Docker,Java; Maven; Gradle; CI/CD; Docker
JD-JAVA-016,Java Developer,Experienced,4,JUnit; Mockito; Selenium; Debugging; Agile,Write unit and integration tests; Automate tests using Selenium; Participate in Agile ceremonies,Java; JUnit; Mockito; Selenium; Agile
JD-JAVA-017,Java Developer,Experienced,5,Advanced SQL; Database Tuning; MongoDB; Cassandra; Performance Optimization,Tune database queries for performance; Work with NoSQL databases like MongoDB and Cassandra; Ensure optimal persistence layer design,Java; SQL; NoSQL; MongoDB; Performance Tuning
JD-JAVA-018,Java Developer,Experienced,2,Spring Boot; REST APIs; Docker; Kubernetes; Microservices,Deploy microservices with Docker and Kubernetes; Develop scalable REST APIs; Work with cloud-native architectures,Java; Spring Boot; Docker; Kubernetes; Microservices
JD-JAVA-019,Java Developer,Experienced,3,Agile; Version Control (Git/SVN); Mentoring; Team Collaboration,Mentor junior developers; Collaborate in Agile teams; Manage version control with Git/SVN,Java; Agile; Git; SVN; Mentoring
JD-JAVA-020,Java Developer,Experienced,5+,System Design; Microservices; Spring Boot; Kubernetes; Leadership,Lead design of scalable Java systems; Guide team in microservices adoption; Ensure best practices in coding and architecture,Java; System Design; Microservices; Spring Boot; Leadership
