JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
SD006,Software Developer - Entry Level,Fresher,0–1 year,JavaScript; Python; Java; Angular; React; SQL; NoSQL; Git; Collaboration; Problem-solving,Assist in front-end development with Angular or React; Write backend logic in Node.js or Python; Maintain SQL/NoSQL databases; Perform testing; Collaborate in Agile sprints,Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Web Development
SD007,Software Developer - Entry Level,Fresher,0–1 year,Java; Kotlin; Swift; Android Studio; Xcode; SQL; NoSQL; Git; Teamwork; Analytical thinking,Assist in developing Android/iOS applications; Write frontend components; Maintain backend services; Perform testing; Collaborate with UX/UI designers,Software Developer; Entry-Level; Fresher; Mobile Development; Android; iOS; Agile
SD008,Software Developer - Entry Level,Fresher,0–1 year,"Python; SQL; Git; ML libraries (scikit-learn, pandas); Problem-solving; Collaboration",Write Python scripts for data preprocessing; Assist in building machine learning models; Integrate REST APIs; Perform testing in collaboration with data scientists,Software Developer; Entry-Level; Fresher; AI; Data Analytics; Machine Learning
SD009,Software Developer - Entry Level,Fresher,0–1 year,Python; Java; Git; AWS basics; Azure basics; SQL; NoSQL; Teamwork; Problem-solving,Write backend services in Python or Java; Deploy microservices on AWS or Azure; Maintain databases; Participate in testing; Collaborate in Agile teams,Software Developer; Entry-Level; Fresher; Cloud Computing; Backend; Agile
SD010,Software Developer - Experienced,Experienced,1–3 years,Java; Python; C++; JavaScript/TypeScript; React; Angular; Vue.js; Node.js; Django; Spring Boot; SQL; NoSQL; Git; Agile/Scrum,"Develop robust software solutions; Build frontend applications using React, Angular, or Vue.js; Implement backend services and REST APIs; Optimize database queries; Participate in Agile sprints and code reviews; Collaborate with cross-functional teams",Software Developer; Experienced; Mid-Level; Frontend; Backend; Cloud; Agile; Full-Stack
SD011,Software Developer - Experienced,Experienced,2–4 years,Java; Python; C++; React; Angular; Node.js; SQL; NoSQL; Git; Docker; Kubernetes; CI/CD; Agile/Scrum,Design and implement scalable applications; Maintain backend and frontend systems; Deploy applications with Docker/Kubernetes; Optimize database queries; Participate in code reviews and Agile ceremonies,Software Developer; Experienced; Mid-Level; Full-Stack; Cloud; Agile; CI/CD
SD012,Software Developer - Experienced,Experienced,3–5 years,Java; Python; C#; Angular; React; Node.js; SQL; NoSQL; AWS; Git; CI/CD; Agile/Scrum,Lead backend and frontend development; Integrate cloud services; Deploy and maintain CI/CD pipelines; Ensure application performance and scalability,Software Developer; Experienced; Mid-Level; Cloud; Full-Stack; Agile; CI/CD
SD013,Software Developer - Experienced,Experienced,4–6 years,Java; Python; React; Angular; Vue.js; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; Agile/Scrum,Design full-stack applications; Deploy microservices in cloud; Maintain database systems; Lead code reviews; Mentor junior developers,Software Developer; Experienced; Mid-Level; Full-Stack; Cloud; Mentoring; Agile
SD014,Software Developer - Experienced,Experienced,5–7 years,Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Azure; Docker; Kubernetes; Git; CI/CD; Agile/Scrum,Lead development of enterprise applications; Implement cloud-based solutions; Ensure scalability and security; Oversee CI/CD pipeline management; Mentor teams,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; CI/CD
SD015,Software Developer - Experienced,Experienced,6–8 years,Java; Python; C++; Angular; React; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; CI/CD; Agile/Scrum; Microservices,Architect and develop enterprise applications; Lead cloud migration projects; Manage microservices deployment; Ensure system reliability and performance,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Microservices; Leadership
SD016,Software Developer - Experienced,Experienced,7–9 years,Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Azure; Docker; Kubernetes; Git; CI/CD; Agile/Scrum; Microservices,Lead design of scalable software systems; Mentor development teams; Ensure CI/CD best practices; Implement cloud solutions; Drive full-stack architecture decisions,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Architecture
SD017,Software Developer - Experienced,Experienced,8–10 years,Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; CI/CD; Microservices; Team Leadership,Oversee large-scale software projects; Lead cross-functional development teams; Ensure deployment and scalability of cloud solutions; Mentor junior and mid-level developers,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Microservices
SD018,Software Developer - Experienced,Experienced,9–12 years,Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; CI/CD; Microservices; Agile; Team Leadership,Lead enterprise software development; Drive cloud adoption strategies; Oversee CI/CD pipelines; Mentor technical teams and set best practices,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Agile
SD019,Software Developer - Experienced,Experienced,10+ years,Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Azure; Docker; Kubernetes; Git; CI/CD; Microservices; Team Leadership,Lead technical strategy for software projects; Architect scalable cloud solutions; Oversee development and CI/CD processes; Mentor multiple development teams,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Architecture
SD020,Software Developer - Experienced,Experienced,10+ years,Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; CI/CD; Microservices; Agile; Team Leadership,Drive full-stack software architecture; Lead cloud and microservices initiatives; Mentor teams across projects; Implement CI/CD and Agile best practices,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Microservices
SE-F1,Software Engineer - Entry Level,Fresher,0-2,Python; JavaScript; Git; React; MySQL; Data Structures; Algorithms; VS Code; Jira,Write clean and maintainable code in Python and JavaScript; Collaborate with senior engineers to implement features; Debug issues and participate in agile sprints; Contribute to unit testing and code documentation; Learn and apply modern development practices,Software Engineer; Python; JavaScript; React; MySQL; Agile; Unit Testing; OOP
SE-F2,Software Engineer - Entry Level,Fresher,0-2,Java; SQL; Git; REST APIs; IntelliJ; GitHub,Develop secure applications using Java and SQL; Assist in debugging REST APIs; Collaborate in agile workflows; Contribute to integration testing; Document processes for clarity,Software Engineer; Java; SQL; REST API; Agile; Integration Testing; Debugging
SE-F3,Software Engineer - Entry Level,Fresher,0-2,JavaScript; Vue.js; HTML; CSS; APIs; Git; VS Code; Figma,Develop front-end features using Vue.js and JavaScript; Ensure responsive UI design; Integrate APIs with senior developers’ guidance; Perform unit testing and follow agile methodologies; Collaborate to deliver user-focused applications,Software Engineer; Vue.js; JavaScript; UI/UX; Responsive Design; Agile; API Integration
SE-F4,Software Engineer - Entry Level,Fresher,0-2,Python; Django; SQL; Git; PyCharm; Trello,Develop backend services with Python and Django; Write SQL queries for data management; Assist in debugging and bug fixing; Participate in agile sprints and Git workflows; Document code for scalability,Software Engineer; Python; Django; SQL; Backend; Agile; Debugging
SE-F5,Software Engineer - Entry Level,Fresher,0-2,C++; Unity; Git; Visual Studio; Game Development,Develop gameplay features using C++ and Unity; Debug and test game functionality; Collaborate with artists in agile workflows; Integrate assets into projects; Learn and apply SDLC practices,Software Engineer; C++; Unity; Game Development; Agile; Debugging
SE-F6,Software Engineer - Entry Level,Fresher,0-2,Python; Java; Git; Cybersecurity Basics; IntelliJ; Jira,Code in Python and Java with a focus on security; Assist in implementing security protocols; Perform unit testing; Work in agile development teams; Collaborate with senior engineers for secure applications,Software Engineer; Python; Java; Cybersecurity; Agile; Unit Testing
SE-F7,Software Engineer - Entry Level,Fresher,0-2,Node.js; MongoDB; Git; APIs; VS Code; Postman,Develop backend services with Node.js and MongoDB; Apply data structures and algorithms for efficiency; Assist in integration testing; Document processes for clarity; Collaborate in agile sprints,Software Engineer; Node.js; MongoDB; APIs; Agile; Integration Testing
SE-F8,Software Engineer - Entry Level,Fresher,0-2,Python; REST APIs; Git; Machine Learning Basics; Jupyter Notebook; Azure,Develop intelligent applications using Python; Integrate REST APIs for ML models; Perform basic testing and debugging; Collaborate in agile workflows; Support cloud deployment on Azure,Software Engineer; Python; REST APIs; Machine Learning; Azure; Agile
SE-F9,Software Engineer - Entry Level,Fresher,0-2,Angular; JavaScript; HTML; CSS; Responsive Design; VS Code; Figma,Develop front-end features using Angular and JavaScript; Ensure responsive design; Assist in unit testing; Collaborate with backend teams; Learn and apply agile methodologies,Software Engineer; Angular; JavaScript; Front-End; Responsive Design; Agile
SE-F10,Software Engineer - Entry Level,Fresher,0-2,Rust; Git; IoT Basics; Data Structures; VS Code; Docker,Develop IoT applications with Rust; Assist in unit testing and debugging; Collaborate in agile sprints; Ensure scalability of solutions; Document development processes,Software Engineer; Rust; IoT; Agile; Unit Testing; Scalability
SE-E11,Software Engineer - Experienced,Experienced,3–5,Python; JavaScript; React; Node.js; Git; SQL; REST APIs; Docker; Agile; Unit Testing,Develop scalable web applications using React and Node.js; Integrate REST APIs and database systems; Participate in code reviews; Optimize application performance; Mentor junior engineers,Software Engineer; React; Node.js; Python; Agile; REST APIs; Unit Testing
SE-E12,Software Engineer - Experienced,Experienced,3–5,Java; Spring Boot; SQL; Git; REST APIs; AWS; Docker; Kubernetes; Agile; Debugging,Develop and maintain backend services; Implement REST APIs and microservices; Deploy applications on AWS using Docker/Kubernetes; Participate in Agile sprints and code reviews; Mentor junior team members,Software Engineer; Java; Spring Boot; Backend; AWS; Docker; Agile
SE-E13,Software Engineer - Experienced,Experienced,4–6,Python; Django; REST APIs; SQL; Git; CI/CD; Docker; Agile; Testing; Mentoring,Develop backend services using Django; Integrate REST APIs and databases; Manage CI/CD pipelines; Ensure code quality and performance; Mentor junior engineers,Software Engineer; Python; Django; Backend; REST APIs; CI/CD; Mentoring
SE-E14,Software Engineer - Experienced,Experienced,4–6,JavaScript; Angular; TypeScript; HTML; CSS; Git; Testing; Agile; REST APIs; Team Leadership,Develop front-end applications using Angular; Integrate with backend APIs; Perform code reviews and testing; Collaborate in Agile sprints; Mentor junior frontend developers,Software Engineer; Angular; Front-End; JavaScript; Agile; REST APIs; Mentoring
SE-E15,Software Engineer - Experienced,Experienced,5–7,Java; Spring Boot; Microservices; SQL; Git; Docker; Kubernetes; AWS; Agile; Mentoring,Lead backend development using Spring Boot; Design microservices architecture; Deploy services on AWS using Docker/Kubernetes; Participate in code reviews; Mentor team members,Software Engineer; Java; Spring Boot; Microservices; AWS; Backend; Mentoring
SE-E16,Software Engineer - Experienced,Experienced,5–7,Python; Machine Learning; REST APIs; SQL; Git; Docker; Agile; Testing; AWS; CI/CD,Develop ML-powered applications using Python; Integrate REST APIs and databases; Ensure application scalability and performance; Deploy on AWS using Docker; Collaborate in Agile sprints,Software Engineer; Python; Machine Learning; REST APIs; AWS; Agile; Backend
SE-E17,Software Engineer - Experienced,Experienced,6–8,Node.js; Express; MongoDB; Git; Docker; Kubernetes; CI/CD; Agile; Testing; Mentoring,Develop backend services using Node.js and Express; Design and maintain MongoDB databases; Deploy applications using Docker/Kubernetes; Implement CI/CD pipelines; Mentor junior engineers,Software Engineer; Node.js; Backend; MongoDB; CI/CD; Agile; Mentoring
SE-E18,Software Engineer - Experienced,Experienced,6–8,React; Redux; JavaScript; HTML; CSS; Git; Agile; Testing; REST APIs; Mentoring,Develop front-end applications using React and Redux; Integrate APIs with backend services; Perform unit testing and code reviews; Participate in Agile workflows; Mentor junior frontend developers,Software Engineer; React; Front-End; JavaScript; REST APIs; Agile; Mentoring
SE-E19,Software Engineer - Experienced,Experienced,7–10,Python; Django; REST APIs; PostgreSQL; Git; Docker; AWS; CI/CD; Agile; Team Leadership,Lead backend development with Django; Design and maintain REST APIs; Deploy applications on AWS using Docker; Ensure CI/CD best practices; Lead a team of junior developers,Software Engineer; Python; Django; Backend; AWS; CI/CD; Leadership
SE-E20,Software Engineer - Experienced,Experienced,7–10,JavaScript; Angular; TypeScript; HTML; CSS; Git; Docker; CI/CD; Agile; Team Leadership,Lead frontend development using Angular; Integrate APIs and ensure responsive UI; Perform code reviews and testing; Manage CI/CD pipelines; Mentor junior developers and lead Agile teams,Software Engineer; Angular; Front-End; JavaScript; Agile; CI/CD; Leadership
SDET-F-001,Software Tester (SDET),Fresher,0-1,Java basics; Python basics; C# basics; Selenium WebDriver basics; Cypress basics; Functional testing; Regression testing; API testing basics; Postman basics; JMeter basics; Agile/Scrum understanding; Communication; Teamwork; Attention to detail; Problem-solving,"Assist in creating test scripts for software applications; Perform functional, regression, and API testing; Collaborate with development teams on test planning; Execute basic automated test cases using Selenium or Cypress; Document test results and defects; Learn Agile/Scrum processes",Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing
SDET-F-002,Software Tester (SDET),Fresher,0-1,Java basics; Python basics; C# basics; Selenium WebDriver basics; Cypress basics; Functional testing; Regression testing; API testing basics; Postman; Basic Jenkins; Teamwork; Communication; Attention to detail,Support test automation efforts; Assist in executing automated and manual tests; Validate API endpoints using Postman; Report and document defects; Collaborate with developers on issue resolution; Participate in Agile ceremonies,Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing
SDET-F-003,Software Tester (SDET),Fresher,0-1,Java basics; Python basics; C# basics; Selenium basics; Cypress basics; Functional and regression testing; API testing; Postman; JMeter basics; Agile understanding; Communication; Teamwork; Problem-solving,Assist in automated test script development; Execute functional and regression tests; Perform API testing using Postman; Log defects and track resolution; Collaborate in Agile team meetings; Document testing workflows,Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing
SDET-F-004,Software Tester (SDET),Fresher,0-1,Java basics; Python basics; C# basics; Selenium WebDriver basics; Cypress basics; Functional testing; Regression testing; API testing; Jenkins basics; Agile/Scrum knowledge; Communication; Attention to detail; Teamwork,Support test planning and execution; Assist in writing and running automated test scripts; Perform API and functional testing; Document defects and test results; Collaborate with developers; Participate in Agile ceremonies,Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing
SDET-F-005,Software Tester (SDET),Fresher,0-1,Java basics; Python basics; C# basics; Selenium basics; Cypress basics; API testing; Functional testing; Regression testing; Postman; Jenkins basics; Teamwork; Communication; Problem-solving,Execute automated and manual tests; Perform API validation; Support defect tracking and documentation; Collaborate with development team; Participate in Agile workflows; Document testing activities,Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing
SDET-E-006,Software Tester (SDET),Experienced,3+,"Advanced Java; Advanced Python; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD integration (Jenkins, Bamboo); Performance testing; Agile leadership; Team collaboration; Code review; Test data management","Design and implement automated test frameworks; Perform advanced functional, regression, and performance testing; Integrate automated tests into CI/CD pipelines; Review code quality and manage test data; Lead Agile QA team activities; Mentor junior SDETs",Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management
SDET-E-007,Software Tester (SDET),Experienced,4+,Advanced Java; Advanced Python; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD integration; Performance and load testing; Agile leadership; Mentoring; Cross-team collaboration; Test automation strategy,Lead test automation strategy; Design and implement advanced test frameworks; Integrate testing with CI/CD pipelines; Conduct performance and load testing; Mentor and guide junior testers; Collaborate with cross-functional teams,Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management
SDET-E-008,Software Tester (SDET),Experienced,5+,"Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD integration (Jenkins, Azure DevOps); Performance and load testing; Code review; Agile leadership; Mentoring; Team collaboration; Defect management metrics",Design and maintain automated test frameworks; Conduct advanced testing and performance evaluations; Integrate automated tests into CI/CD workflows; Review code quality and manage test data; Lead QA activities within Agile teams; Monitor and optimize defect detection metrics,Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management
SDET-E-009,Software Tester (SDET),Experienced,5+,Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing; CI/CD integration; Performance testing; Agile leadership; Mentoring; Cross-team collaboration; Code review; Test automation,"Lead test automation and QA strategy; Design automated testing frameworks; Perform advanced functional, API, and performance tests; Integrate automated tests with CI/CD pipelines; Mentor junior testers; Ensure Agile QA processes and best practices",Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management
SDET-E-010,Software Tester (SDET),Experienced,6+,"Advanced Java; Advanced Python; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD (Jenkins, Bamboo, Azure DevOps); Performance and load testing; Agile leadership; Cross-team collaboration; Code review; Test data management; Metrics-driven QA","Lead automated testing and QA initiatives; Design, implement, and maintain test frameworks; Integrate testing workflows with CI/CD pipelines; Perform performance and load testing; Mentor and guide SDET team members; Optimize QA metrics and defect detection rates",Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management
SDET-F-011,Software Tester (SDET),Fresher,0-1,Java basics; Python basics; C# basics; Selenium WebDriver basics; Cypress basics; API testing; Functional testing; Regression testing; Postman basics; Jenkins basics; Communication; Teamwork; Problem-solving,"Assist in manual and automated testing activities; Execute functional, regression, and API tests; Document test results and issues; Collaborate with QA and development teams; Learn Agile methodologies",Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing
SDET-F-012,Software Tester (SDET),Fresher,0-1,Java basics; Python basics; C# basics; Selenium basics; Cypress basics; Functional testing; Regression testing; API testing; Postman; Teamwork; Communication; Attention to detail,Support QA team in automated and manual testing; Perform basic API and functional tests; Document defects and report issues; Participate in Agile ceremonies; Assist in learning test automation tools,Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing
SDET-F-013,Software Tester (SDET),Fresher,0-1,Java basics; Python basics; C# basics; Selenium basics; Cypress basics; Functional and regression testing; API testing; Postman; Jenkins basics; Teamwork; Communication; Problem-solving,"Assist in automated testing scripts; Execute functional, regression, and API tests; Document defects and results; Collaborate with development team; Participate in Agile workflows",Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing
SDET-F-014,Software Tester (SDET),Fresher,0-1,Java basics; Python basics; C# basics; Selenium basics; Cypress basics; Functional testing; Regression testing; API testing; Postman basics; Jenkins basics; Communication; Teamwork; Attention to detail,Support automated and manual testing efforts; Perform API and functional testing; Report and document defects; Collaborate with QA and developers; Learn Agile methodology,Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing
SDET-F-015,Software Tester (SDET),Fresher,0-1,Java basics; Python basics; C# basics; Selenium WebDriver basics; Cypress basics; Functional testing; Regression testing; API testing; Postman basics; Teamwork; Communication; Problem-solving,Execute automated and manual tests; Assist in API testing and validation; Document defects and report findings; Collaborate with developers and QA team; Participate in Agile workflows,Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing
SDET-E-016,Software Tester (SDET),Experienced,6+,Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing; CI/CD integration; Performance testing; Agile leadership; Mentoring; Cross-team collaboration; Code review; Test automation; Defect metrics,Lead automated testing initiatives; Design and maintain test frameworks; Integrate tests into CI/CD pipelines; Conduct performance and load testing; Mentor junior SDETs; Optimize QA metrics and defect detection rates,Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management
SDET-E-017,Software Tester (SDET),Experienced,7+,Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD integration; Performance and load testing; Agile leadership; Team collaboration; Code review; Test data management; Metrics-driven QA,Lead QA and automation strategy; Design and implement test frameworks; Integrate automated tests into CI/CD pipelines; Perform advanced performance testing; Mentor SDET team; Track and improve QA metrics,Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management
SDET-E-018,Software Tester (SDET),Experienced,8+,"Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD (Jenkins, Bamboo, Azure DevOps); Performance and load testing; Agile leadership; Cross-team collaboration; Code review; Test data management; Metrics-driven QA",Lead enterprise-wide test automation initiatives; Design and maintain scalable test frameworks; Integrate automated testing into CI/CD pipelines; Conduct performance and load testing; Mentor SDET teams; Optimize QA metrics and defect detection,Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management
SDET-E-019,Software Tester (SDET),Experienced,9+,Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD integration; Performance testing; Agile leadership; Team mentoring; Cross-team collaboration; Code review; Test data management; Metrics-driven QA; Strategic QA planning,Lead strategic QA and test automation projects; Design advanced test frameworks; Integrate testing with enterprise CI/CD pipelines; Conduct performance/load testing; Mentor and guide SDET teams; Define QA metrics and reporting strategies,Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management
SDET-E-020,Software Tester (SDET),Experienced,10+,Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD integration; Performance and load testing; Agile leadership; Mentoring; Cross-team collaboration; Code review; Test data management; Metrics-driven QA; Strategic QA planning; Automation strategy,Oversee enterprise-wide test automation initiatives; Design and maintain high-quality test frameworks; Integrate automated testing in CI/CD pipelines; Perform advanced performance and load testing; Mentor and guide SDET teams; Define strategic QA planning and metrics; Collaborate across teams to ensure software quality,Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management
SA-F-001,Solutions Architect,Fresher,0-1,AWS basics; Azure basics; Google Cloud fundamentals; Java basics; Python basics; JavaScript fundamentals; Basic architecture design; CI/CD basics; Docker fundamentals; Kubernetes fundamentals; Problem-solving; Team collaboration; Communication,Assist in designing basic cloud solutions; Support development teams with architecture guidance; Learn and implement CI/CD pipelines; Participate in Docker/Kubernetes setup tasks; Collaborate with cross-functional teams; Assist in documenting architecture designs,Cloud Computing; Architecture Design; AWS; Azure; DevOps; Java; Python; Team Collaboration
SA-F-002,Solutions Architect,Fresher,0-1,AWS basics; Azure basics; GCP fundamentals; Java basics; Python basics; Introductory microservices knowledge; Basic security awareness; CI/CD fundamentals; Docker/Kubernetes basics; Problem-solving; Communication,Support cloud architecture projects; Learn to design scalable solutions; Assist with DevOps setup; Participate in cloud security awareness tasks; Document basic solutions architecture; Collaborate with development and operations teams,Cloud Computing; AWS; Azure; GCP; Architecture Design; DevOps; Python; Java; Communication
SA-F-003,Solutions Architect,Fresher,0-1,AWS basics; Azure basics; Java fundamentals; Python fundamentals; Basic container orchestration knowledge; CI/CD introduction; Basic security and compliance awareness; Teamwork; Communication; Problem-solving,Assist in designing cloud architectures; Support DevOps automation tasks; Learn microservices basics; Participate in Docker/Kubernetes tasks; Collaborate with stakeholders; Document architecture processes,Cloud Computing; Architecture Design; AWS; Azure; DevOps; CI/CD; Java; Python
SA-F-004,Solutions Architect,Fresher,0-1,AWS fundamentals; Azure fundamentals; GCP basics; Java basics; Python basics; Introductory Node.js knowledge; Basic CI/CD and DevOps exposure; Docker fundamentals; Kubernetes fundamentals; Teamwork; Communication,Support solution architecture projects; Assist in designing cloud solutions; Learn CI/CD pipeline setup; Participate in Docker/Kubernetes tasks; Collaborate with development and operations teams; Document architecture processes,Cloud Computing; Architecture Design; AWS; Azure; GCP; DevOps; Java; Python
SA-F-005,Solutions Architect,Fresher,0-1,AWS basics; Azure basics; Java basics; Python basics; Basic microservices understanding; Introductory security awareness; CI/CD basics; Docker/Kubernetes fundamentals; Communication; Team collaboration,Assist in cloud solution designs; Support DevOps tasks; Participate in microservices architecture discussions; Learn cloud security best practices; Document solution designs; Collaborate with teams,Cloud Computing; AWS; Azure; Architecture Design; DevOps; Java; Python
SA-F-006,Solutions Architect,Fresher,0-1,AWS basics; Azure basics; GCP fundamentals; Java basics; Python basics; Introductory microservices knowledge; Basic CI/CD; Docker/Kubernetes fundamentals; Problem-solving; Communication,Assist in architecture design tasks; Support cloud infrastructure setup; Learn DevOps and CI/CD practices; Document architecture processes; Collaborate with cross-functional teams,Cloud Computing; AWS; Azure; GCP; Architecture Design; DevOps; Java; Python
SA-F-007,Solutions Architect,Fresher,0-1,AWS fundamentals; Azure fundamentals; Java basics; Python basics; Node.js basics; Introductory Docker/Kubernetes knowledge; CI/CD fundamentals; Basic security awareness; Communication; Teamwork,Support cloud solution implementation; Assist in designing scalable architectures; Participate in CI/CD setup tasks; Learn container orchestration basics; Document design solutions; Collaborate with development teams,Cloud Computing; AWS; Azure; Architecture Design; DevOps; Java; Python
SA-F-008,Solutions Architect,Fresher,0-1,AWS basics; Azure basics; GCP fundamentals; Java basics; Python basics; CI/CD basics; Docker fundamentals; Kubernetes fundamentals; Problem-solving; Team collaboration; Communication,Assist in solution architecture design; Support DevOps and CI/CD tasks; Participate in Docker/Kubernetes tasks; Learn cloud security basics; Document architecture processes; Collaborate with teams,Cloud Computing; AWS; Azure; GCP; Architecture Design; DevOps; Java; Python
SA-F-009,Solutions Architect,Fresher,0-1,AWS basics; Azure basics; Java basics; Python basics; Introductory microservices knowledge; Basic CI/CD; Docker/Kubernetes fundamentals; Communication; Teamwork,Support cloud architecture projects; Assist in designing solutions; Participate in Docker/Kubernetes setup; Document architecture designs; Collaborate with stakeholders; Learn CI/CD pipeline setup,Cloud Computing; AWS; Azure; Architecture Design; DevOps; Java; Python
SA-F-010,Solutions Architect,Fresher,0-1,AWS basics; Azure basics; GCP fundamentals; Java basics; Python basics; Node.js basics; CI/CD fundamentals; Docker/Kubernetes basics; Problem-solving; Communication,Assist in designing cloud solutions; Support DevOps tasks; Learn CI/CD and container orchestration; Document solution architecture; Collaborate with cross-functional teams,Cloud Computing; AWS; Azure; GCP; Architecture Design; DevOps; Java; Python
SA-E-011,Solutions Architect,Experienced,3+,AWS; Azure; GCP; Terraform; CloudFormation; Microservices; Docker; Kubernetes; Java; Python; Node.js; CI/CD pipelines; Security compliance; Stakeholder management; Project management; Problem-solving; Leadership,Design and implement scalable cloud architectures; Manage multi-cloud deployment strategies; Develop infrastructure as code using Terraform/CloudFormation; Implement microservices and container orchestration; Ensure security and compliance adherence; Lead projects and mentor junior engineers; Collaborate with stakeholders to define solutions,Solutions Architecture; Cloud Architecture; AWS; Azure; Terraform; Microservices; DevOps; CI/CD; Security Compliance; Leadership
SA-E-012,Solutions Architect,Experienced,4+,AWS; Azure; GCP; Terraform; CloudFormation; Docker; Kubernetes; Java; Python; Node.js; CI/CD pipelines; Security compliance; Stakeholder management; Project leadership; Problem-solving; Collaboration,Lead solution architecture design; Deploy scalable and secure cloud applications; Implement infrastructure as code; Oversee containerized applications; Manage security and compliance protocols; Coordinate with stakeholders and cross-functional teams; Monitor and optimize system performance,Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Microservices; Docker; Kubernetes; CI/CD
SA-E-013,Solutions Architect,Experienced,5+,AWS; Azure; GCP; Terraform; CloudFormation; Microservices; Docker; Kubernetes; Java; Python; Node.js; CI/CD; Security protocols; Project management; Leadership; Stakeholder management,Design and implement enterprise-level solutions; Manage multi-cloud architectures; Develop IaC using Terraform and CloudFormation; Deploy microservices using Docker/Kubernetes; Ensure adherence to security standards; Lead projects and mentor teams; Coordinate with stakeholders,Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Microservices; Docker; Kubernetes; Security Compliance
